tweet_id,file_name,completeness,content_type,text_body,username,image_text_description,likes,replies,retweets,views,time_of_post,supportive,hostile,sarcastic,ambivalent,nationalist,anti_elite,fearful,optimistic,skeptical,disengaged,neg,neu,pos,compound
1.85171E+18,screenshot_62.png,1,tweet,Trump is fighting for you Help Donald Trump to make America the best nation in the planet earth USA USA USA,David Munro,"Image of Donald Trump embracing a globe.  Emotional traits:  Nationalist, supportive, optimistic.",6,1,1,140,30-Oct,0.8,-0.2,-0.9,-0.7,0.9,-0.1,-0.5,0.7,-0.6,-0.8,0.091,0.657,0.252,0.6597
1.85171E+18,screenshot_63.png,1,tweet,"She's holding a ballot
But she already voted",Mrs.Ambers,"Image shows a person holding a ballot, and a picture of a shoe with a logo that says ""FreeToVote"". The image is associated with a possible claim of voter fraud, and the emotional traits are hostile and skeptical.",2,1,2,538,30-Oct,0,0.5,0.2,0,0,0,0.3,0,0.5,0,0,1,0,0
1.85171E+18,screenshot_63.png,1,tweet,"Guys, Barbie is a Democrat",Mrs.Ambers,"Image shows a picture of Barbie, and a measuring tape with the word ""VOTER"" on it. The image is associated with a possible claim of voter fraud, and the emotional traits are hostile and skeptical.",9,1,2,1816,30-Oct,0,0.6,0.3,0,0,0,0.4,0,0.5,0,0,1,0,0
1.85171E+18,screenshot_61.png,1,tweet,Investigate this #HustleBitch #Election has been compromised #BREAKING The election has been compromised ABC television just aired the 2024 election RESULTS on ESPN live tv during Formula 1,BENGIE,"Image shows a Formula 1 race, possibly implying a connection to the election or a broader political theme. The image is neutral in terms of emotional traits.",0,0,0,0,31-Oct,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.85171E+18,screenshot_61.png,1,tweet,We love and support all you're doing for the world!!,Oracle Network,No image present,0,0,0,0,30-Oct,0.8,-1,-1,-1,0,0,-1,0.8,-1,-1,0,0.517,0.483,0.8168
1.85171E+18,screenshot_48.png,1,tweet,THANK YOU NORTH CAROLINA!,tammykash,"Image shows a celebratory scene, possibly a political rally or event.  The overall emotional tone is supportive and enthusiastic.",1,0,27,2968,22h,0.8,-0.9,-0.7,-0.9,0.5,-0.2,-0.8,0.9,-0.6,-0.9,0,0.518,0.482,0.4199
1.85171E+18,screenshot_48.png,1,tweet,NAUGHTY CATS @tnnaughtycat308:  Exciting to see such enthusiasm in North Carolina! The energy from thousands of American patriots gathered to support the vision for the future is truly inspiring. The commitment to tackling pressing issues like inflation and immigration while revitalizing the American Dream,tnnaughtycat308,Image description not available.,53,0,38,1816,27-Jul,0.7,-0.9,-0.8,-0.9,0.6,-0.3,-0.7,0.8,-0.7,-0.9,0,0.567,0.433,0.9719
1.85171E+18,screenshot_48.png,1,tweet,Morning sun brings heat. Full moon coming. Missions discovered stars. Undiscovered stars learned.,LeeLa_Meghwal,Image description not available.,13,0,1,0,30-Oct,0.1,-0.9,-0.9,-0.8,-0.1,-0.1,-0.9,0.7,-0.9,-0.8,0,1,0,0
1.85171E+18,screenshot_58.png,1,tweet,Trump is promising,Politius,"Video of a person in a light colored shirt, possibly a woman, and a scene of a store. The video appears to be a promotional or product showcase.",85,2,1,7968,31-Oct,0,0,0,0,0,0,0,0,0,0,0,0.426,0.574,0.4019
1.85171E+18,screenshot_64.png,1,reply,"Don't worry. We are winning!  [image: heart emoji, red heart emoji]",ismailiyb,A supportive image with heart emojis.,1,1,1,451,31-Oct,0.8,-0.5,-0.7,-0.9,0.2,0.1,-0.8,0.9,-0.6,-0.7,0,0.596,0.404,0.7268
1.85171E+18,screenshot_64.png,1,tweet,"Visit Diriyah!  You have to visit @BuJailTerrace
We'd love to get you to try international restaurants surrounded by heritage and history!  [image: picture of a building]",VisitDiriyah,"An image of a building, suggesting a positive and culturally rich experience.",1,0,0,45,27-Oct,0.7,-0.9,-0.8,-0.9,0.6,-0.2,-0.9,0.8,-0.7,-0.8,0,0.834,0.166,0.6988
1.85171E+18,screenshot_9.png,1,tweet,There is only one candidate who can MAKE AMERICA GREAT AGAIN!!,TRUMP ARMY,Image shows a picture of Donald Trump. The emotional traits are supportive of Trump.,16,7,4,881,Oct. 31,0.8,0,0,0,0.7,0.5,0,0.6,0,0,0,0.649,0.351,0.7519
1.85171E+18,screenshot_59.png,1,tweet,"no tax on tips, overtime and Social Security.
So, why didn't he do all that when he was president?",DWFLORIA,"Image shows a picture of a person, likely a politician, with a serious expression. No clear emotional traits are readily apparent from the image alone.",6,1,6,78,31-Oct,0,0,0,0,0,0,0,0,0,0,0.102,0.787,0.111,0.0516
1.85171E+18,screenshot_59.png,1,tweet,We are voting for Harris. Thanks! #Oct31,DWFLORIA,"Image shows a picture of a person, likely a politician, with a serious expression. No clear emotional traits are readily apparent from the image alone.",9,1,1,89,31-Oct,1,0,0,0,0,0,0,0.5,0,0,0,0.653,0.347,0.4926
1.85171E+18,screenshot_59.png,1,tweet,Trump is a loser,Not Jerome Powell,"Image shows a picture of a woman, likely a politician, with a neutral expression. No clear emotional traits are readily apparent from the image alone.",3,1,1,78,30-Oct,-1,1,0,0,0,0,0,-0.5,0,0,0.63,0.37,0,-0.5267
1.85171E+18,screenshot_67.png,1,tweet,"What's happening
Trending in United Arab Emirates
Music - Trending
24.6k posts
#Giselle
#FreeAoko
Entertainment - Trending
53.1k posts",Brian Boruma,"Image shows a video recording of a person holding a sign with text. The sign has the words ""TOO BIG TO RIG"" in large, bold letters. The image is associated with political themes, potentially related to election fraud or manipulation. The emotional traits are hostile and skeptical.",1,1,2,189,31-Oct,0,0.5,0.2,0,0,0,0.4,0,0.6,0,0,0.728,0.272,0.6808
1.85171E+18,screenshot_67.png,1,tweet,"Great to see the enthusiasm in North Carolina! It's crucial to engage with the community and share a vision for a brighter future. Ending are key, addressing border security, and revitalizing the American Dream are key issues that resonate with many voters. Let's work together!",Vipul Sharma,"Image depicts a variety of industrial-looking equipment and machinery, possibly related to facility management or construction. The image is associated with positive and optimistic themes, suggesting progress and development. The emotional traits are supportive and optimistic.",6,1,1,189,31-Oct,0.7,0,0,0,0.2,0,0,0.8,0,0,0,0.623,0.377,0.9595
1.85171E+18,screenshot_29.png,1,reply,You are fucked.,Eric Yake @YakeEric,"A picture, possibly a selfie, of the user. The image is neutral in emotional tone.",63,1,148,2000,31-Oct,0,0.5,0,0,0,0,0,0,0,0,0.688,0.312,0,-0.6597
