tweet_id,file_name,completeness,content_type,text_body,username,image_text_description,likes,replies,retweets,views,time_of_post,supportive,hostile,sarcastic,ambivalent,nationalist,anti_elite,fearful,optimistic,skeptical,disengaged
1839971510259249237,screenshot_10.png,1,tweet,"But only one American Feb 28, convictions and funds liable for rape is running for President.",Franklin,Image of a person with a picture of Trump.,13,1,27,138.0,2h,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_10.png,1,tweet,Khama's has failed the American people,Robert Sp,Image of Donald Trump.,46,6,110,1436.0,"Sep 26, 2023",0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_10.png,1,tweet,"But there were more than two places left to risk at of attack. House, US forces and contractors have been regularly targeted by Iran-backed militias.",Libertas,"Image of a political poster with the words ""TOO BIG TO RIG"".",10,1,13,57.0,2h,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
1839971510259249237,screenshot_11.png,1,tweet,"How can anyone vote for a continuation of this so-called ""America First"" agenda?  Half of these nations were flown on the Kamala Express.  It has the appearance of the USA, 2021, Cuba, 2021.  6,800 have entered the Republic of Nicaragua.  Noteworthy, for which numbers, ""Spying/Lies"" encountered.  Be aware that those individuals are merely encountering ""how"" to accomplish that.  #TrumpIsALoser",Franklin,A graph showing the increase in illegal alien entries into the USA.,1,0,2,13.0,Sep 28,0.0,0.5,0.2,0.0,0.1,0.1,0.6,0.0,0.2,0.0
1839971510259249237,screenshot_11.png,1,tweet,"Subscribe to Premium to write longer posts.  With your own hashtags and topic formatting, good luck and have fun.",Instagrammers,A graphic showing a subscription option.,6,1,10,106.0,Sep 28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8
1839971510259249237,screenshot_20.png,1,tweet,"Those crossing our border should NOT be deported to their country of origin, they should be stopped. That's how you stop illegal immigration. Q.E.D.",Craig_McGregor,"Image of a man with a muscular build, wearing a red top.  A portion of the image shows a US flag.",6286,40,988,2535.0,"Sep 29, 2023",0.7,0.2,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0
1839971510259249237,screenshot_20.png,1,tweet,"It was all. Me. leading back to this.  Who could think Putin even me.  Frankly, you can't control the border. It's all about me.  The answer, of course, is Cuban Illegal Immigrants",Ciaraft,Image of a man with a suit and tie.,2503,13,98,2535.0,"Sep 29, 2023",0.0,0.7,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0
1839971510259249237,screenshot_20.png,1,tweet,45th President of the United States of America,FarhanKhan95411,Image of a man in a suit.,0,0,0,0.0,"Sep 29, 2023",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_21.png,1,tweet,"Subscribe to Premium to write longer posts.
Write your own posts fast and formatting with such as bold, italic, etc.",45th President of the United States of America,"A graphic that says ""Subscribe to Premium"" and shows a button to subscribe.",0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_21.png,1,tweet,"nasty petrowick @eyeslocked29 Sep 28
You've a connected rapist in secur for what?",nasty petrowick,No image.,1,0,0,0.0,Sep 28,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_21.png,1,tweet,MURDERED UNDER BORDER CZAR,Hawky,Image of a young woman.,10,0,0,2500.0,Sep 29,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1839971510259249237,screenshot_21.png,1,tweet,Trump is a loser,Franklin,Image of a person.,1,0,3,1300.0,2h,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_3.png,1,tweet,0.00001 murder connects crossing our border! This isn't a border issue—it's a national security issue. How can we keep turning blind eye to the safety of our own citizens?,Redd_Stricken,"Image of Donald Trump, appearing to be in a superhero pose, with a Statue of Liberty figure lying on the ground below him, in the background.",458,14,17,2585.0,Sep 25,0.0,0.5,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.1
1839971510259249237,screenshot_3.png,1,tweet,I have let the next terrorist attack.,FarhanKhan5841,Image of a person.,0,0,0,0.0,Sep 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_35.png,1,tweet,"It's time to take back COUNTRY!!

#FIGHTPresident",OysterPage,Image of Donald Trump,9,1,7,2900.0,"Sep 26, 2023",0.9,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0
1839971510259249237,screenshot_35.png,1,tweet,"SUPPORT PRESIDENT when the ship is out of control, FIGHT FIGHT FIGHT #FIGHTPresident #MAGA2024",OysterPage,Image of Donald Trump,10,1,8,2900.0,"Sep 26, 2023",0.9,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0
1839971510259249237,screenshot_35.png,1,tweet,45th President of the United States of America,OysterPage,Image of Donald Trump,0,0,0,0.0,"Oct 30, 2023",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_36.png,1,tweet,"FIGHT! FIGHT! 
Subscribe to Premium to write your own longer posts. 
Write longer posts and add formatting such as bold, italic, and lists.",45th President of the United States of America,Image shows Donald Trump.,13,2,48,0.0,Sep 28,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_36.png,1,tweet,I'm fighting for YOU!!,FarhanKhan,Image shows American flag and a picture of a person.,1,3,27,0.0,Sep 29,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
1839971510259249237,screenshot_41.png,1,tweet,Day one for me was January 2021. I helped create this mess.,@KamalaHarris,Image shows a picture of Kamala Harris.,12,1,2,64.0,"Sep 28, 2023",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_41.png,1,tweet,Keep up the message and fight the good fight. President Trump,@FarhanKhan9541,"Image shows a picture of a person, and some text.",0,0,0,0.0,"Sep 28, 2023",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_41.png,1,tweet,Connect & Support MSM TOP 80% (NOT BOTTOM) Class Notes - #Stop_The_Madness,@FarhanKhan9541,"Image shows a picture of a person, and some text.",0,0,0,0.0,"Sep 28, 2023",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_42.png,1,tweet,#PLEASE BLAME IT,Farhan Khan,An image of Donald Trump.,0,0,0,0.0,Oct 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_42.png,1,tweet,"and host MISSISSIPPI (or the word) Note: Class #659 top #926 - MISSING (40) Seriously, where are the children? Love,",SOOSource,Image with text related to missing children and a picture of a man.,0,0,0,0.0,Sep 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839971510259249237,screenshot_42.png,1,tweet,"It's your fault, no one else's.",Franklin,Image of a person.,0,0,0,0.0,Oct 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
